연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,Type,DataSetID
2015,107896.0,131.0,0.121560804,27.0,21.0,617.0,1122.0,501.0,229.0,579.0,15374.0,-4.740070636,2.086,Train,164
2016,108354.0,458.0,0.424482835,25.0,21.0,638.0,1135.0,390.0,205.0,913.0,14828.0,-3.551450501,2.07,Train,164
2017,107898.0,-456.0,-0.420842793,25.0,21.0,627.0,1094.0,356.0,203.0,0.0,14237.0,-3.985702725,4.054,Train,164
2018,106744.0,-1154.0,-1.069528629,25.0,21.0,468.0,1198.0,338.0,202.0,-381.0,13582.0,-4.600688347,5.327,Train,164
2019,105552.0,-1192.0,-1.116690399,25.0,21.0,457.0,1165.0,309.0,228.0,-553.0,12938.0,-4.741569725,3.404,Predict,164
2015,107896.0,131.0,0.121560804,27.0,21.0,617.0,1122.0,501.0,229.0,579.0,15374.0,-4.740070636,2.086,Train,165
2016,108354.0,458.0,0.424482835,25.0,21.0,638.0,1135.0,390.0,205.0,913.0,14828.0,-3.551450501,2.07,Train,165
2017,107898.0,-456.0,-0.420842793,25.0,21.0,627.0,1094.0,356.0,203.0,0.0,14237.0,-3.985702725,4.054,Train,165
2018,106744.0,-1154.0,-1.069528629,25.0,21.0,468.0,1198.0,338.0,202.0,-381.0,13582.0,-4.600688347,5.327,Train,165
2019,105552.0,-1192.0,-1.116690399,25.0,21.0,457.0,1165.0,309.0,228.0,-553.0,12938.0,-4.741569725,3.404,Train,165
2020,104831.0,-721.0,-0.68307564,25.0,21.0,373.0,1180.0,299.0,183.0,83.0,12565.0,-2.882980368,1.573,Predict,165
2013,116851.0,1530.0,1.326731471,24.0,18.0,1031.0,864.0,710.0,295.0,1330.0,19871.0,0.399151172,0.93,Train,166
2014,116485.0,-366.0,-0.313219399,24.0,18.0,1024.0,908.0,676.0,263.0,-512.0,19511.0,-1.811685371,1.35,Train,166
2015,115452.0,-1033.0,-0.88680946,21.0,18.0,968.0,948.0,607.0,233.0,-1065.0,19014.0,-2.547281021,2.306,Train,166
2016,114912.0,-540.0,-0.467726848,20.0,18.0,871.0,883.0,553.0,250.0,-581.0,18702.0,-1.640896182,3.498,Train,166
2017,114252.0,-660.0,-0.574352548,20.0,18.0,738.0,968.0,552.0,285.0,-389.0,18165.0,-2.871350658,4.038,Train,166
2018,113888.0,-364.0,-0.318593985,20.0,18.0,610.0,999.0,523.0,264.0,17.0,17824.0,-1.877236444,4.741,Predict,166
2014,116485.0,-366.0,-0.313219399,24.0,18.0,1024.0,908.0,676.0,263.0,-512.0,19511.0,-1.811685371,1.35,Train,167
2015,115452.0,-1033.0,-0.88680946,21.0,18.0,968.0,948.0,607.0,233.0,-1065.0,19014.0,-2.547281021,2.306,Train,167
2016,114912.0,-540.0,-0.467726848,20.0,18.0,871.0,883.0,553.0,250.0,-581.0,18702.0,-1.640896182,3.498,Train,167
2017,114252.0,-660.0,-0.574352548,20.0,18.0,738.0,968.0,552.0,285.0,-389.0,18165.0,-2.871350658,4.038,Train,167
2018,113888.0,-364.0,-0.318593985,20.0,18.0,610.0,999.0,523.0,264.0,17.0,17824.0,-1.877236444,4.741,Train,167
2019,111925.0,-1963.0,-1.723623209,20.0,18.0,497.0,962.0,423.0,275.0,-1504.0,16997.0,-4.63981149,2.211,Predict,167
2015,115452.0,-1033.0,-0.88680946,21.0,18.0,968.0,948.0,607.0,233.0,-1065.0,19014.0,-2.547281021,2.306,Train,168
2016,114912.0,-540.0,-0.467726848,20.0,18.0,871.0,883.0,553.0,250.0,-581.0,18702.0,-1.640896182,3.498,Train,168
2017,114252.0,-660.0,-0.574352548,20.0,18.0,738.0,968.0,552.0,285.0,-389.0,18165.0,-2.871350658,4.038,Train,168
2018,113888.0,-364.0,-0.318593985,20.0,18.0,610.0,999.0,523.0,264.0,17.0,17824.0,-1.877236444,4.741,Train,168
2019,111925.0,-1963.0,-1.723623209,20.0,18.0,497.0,962.0,423.0,275.0,-1504.0,16997.0,-4.63981149,2.211,Train,168
2020,111105.0,-820.0,-0.73263346,20.0,18.0,523.0,1003.0,421.0,272.0,-366.0,16604.0,-2.312172736,1.276,Predict,168
2013,35935.0,244.0,0.683645737,13.0,13.0,209.0,431.0,129.0,68.0,443.0,4405.0,-0.743578188,0.812,Train,169
2014,35849.0,-86.0,-0.239320996,13.0,13.0,225.0,475.0,112.0,77.0,153.0,4222.0,-4.154370034,1.175,Train,169
2015,36071.0,222.0,0.619264136,13.0,13.0,234.0,468.0,133.0,65.0,441.0,4114.0,-2.55802937,1.449,Train,169
2016,36098.0,27.0,0.074852375,13.0,13.0,207.0,507.0,115.0,85.0,309.0,3975.0,-3.378706855,2.087,Train,169
2017,36340.0,242.0,0.670397252,13.0,13.0,191.0,484.0,98.0,73.0,549.0,3881.0,-2.364779874,2.977,Train,169
2018,35952.0,-388.0,-1.067694001,13.0,13.0,143.0,509.0,115.0,66.0,-28.0,3727.0,-3.968049472,2.924,Predict,169
2014,35849.0,-86.0,-0.239320996,13.0,13.0,225.0,475.0,112.0,77.0,153.0,4222.0,-4.154370034,1.175,Train,170
2015,36071.0,222.0,0.619264136,13.0,13.0,234.0,468.0,133.0,65.0,441.0,4114.0,-2.55802937,1.449,Train,170
2016,36098.0,27.0,0.074852375,13.0,13.0,207.0,507.0,115.0,85.0,309.0,3975.0,-3.378706855,2.087,Train,170
2017,36340.0,242.0,0.670397252,13.0,13.0,191.0,484.0,98.0,73.0,549.0,3881.0,-2.364779874,2.977,Train,170
2018,35952.0,-388.0,-1.067694001,13.0,13.0,143.0,509.0,115.0,66.0,-28.0,3727.0,-3.968049472,2.924,Train,170
2019,35417.0,-535.0,-1.488095238,11.0,13.0,145.0,504.0,107.0,66.0,-200.0,3513.0,-5.741883552,1.852,Predict,170
2015,36071.0,222.0,0.619264136,13.0,13.0,234.0,468.0,133.0,65.0,441.0,4114.0,-2.55802937,1.449,Train,171
2016,36098.0,27.0,0.074852375,13.0,13.0,207.0,507.0,115.0,85.0,309.0,3975.0,-3.378706855,2.087,Train,171
2017,36340.0,242.0,0.670397252,13.0,13.0,191.0,484.0,98.0,73.0,549.0,3881.0,-2.364779874,2.977,Train,171
2018,35952.0,-388.0,-1.067694001,13.0,13.0,143.0,509.0,115.0,66.0,-28.0,3727.0,-3.968049472,2.924,Train,171
2019,35417.0,-535.0,-1.488095238,11.0,13.0,145.0,504.0,107.0,66.0,-200.0,3513.0,-5.741883552,1.852,Train,171
2020,34857.0,-560.0,-1.581161589,11.0,13.0,86.0,521.0,88.0,72.0,-113.0,3255.0,-7.344150299,1.219,Predict,171
2013,279565.0,9105.0,3.366486726,59.0,33.0,2671.0,1209.0,1793.0,702.0,7558.0,55301.0,-0.131830823,1.851,Train,172
2014,292376.0,12811.0,4.582476347,59.0,33.0,2961.0,1227.0,1798.0,761.0,11022.0,55761.0,0.83181136,2.229,Train,172
2015,301291.0,8915.0,3.049155881,59.0,35.0,3079.0,1438.0,1809.0,690.0,7182.0,55495.0,-0.477035921,2.469,Train,172
2016,317037.0,15746.0,5.226176686,62.0,35.0,2901.0,1381.0,1828.0,724.0,14141.0,56364.0,1.565906838,3.067,Train,172
2017,338535.0,21498.0,6.780912007,64.0,36.0,3005.0,1577.0,1913.0,729.0,19960.0,57991.0,2.88659428,4.102,Train,172
2018,348639.0,10104.0,2.984624928,66.0,37.0,3033.0,1652.0,1934.0,802.0,8647.0,58570.0,0.998430791,3.717,Predict,172
2014,292376.0,12811.0,4.582476347,59.0,33.0,2961.0,1227.0,1798.0,761.0,11022.0,55761.0,0.83181136,2.229,Train,173
2015,301291.0,8915.0,3.049155881,59.0,35.0,3079.0,1438.0,1809.0,690.0,7182.0,55495.0,-0.477035921,2.469,Train,173
2016,317037.0,15746.0,5.226176686,62.0,35.0,2901.0,1381.0,1828.0,724.0,14141.0,56364.0,1.565906838,3.067,Train,173
2017,338535.0,21498.0,6.780912007,64.0,36.0,3005.0,1577.0,1913.0,729.0,19960.0,57991.0,2.88659428,4.102,Train,173
2018,348639.0,10104.0,2.984624928,66.0,37.0,3033.0,1652.0,1934.0,802.0,8647.0,58570.0,0.998430791,3.717,Train,173
2019,350759.0,2120.0,0.608078844,68.0,37.0,2678.0,1599.0,1650.0,865.0,942.0,57994.0,-0.98343862,2.127,Predict,173
2015,301291.0,8915.0,3.049155881,59.0,35.0,3079.0,1438.0,1809.0,690.0,7182.0,55495.0,-0.477035921,2.469,Train,174
2016,317037.0,15746.0,5.226176686,62.0,35.0,2901.0,1381.0,1828.0,724.0,14141.0,56364.0,1.565906838,3.067,Train,174
2017,338535.0,21498.0,6.780912007,64.0,36.0,3005.0,1577.0,1913.0,729.0,19960.0,57991.0,2.88659428,4.102,Train,174
2018,348639.0,10104.0,2.984624928,66.0,37.0,3033.0,1652.0,1934.0,802.0,8647.0,58570.0,0.998430791,3.717,Train,174
2019,350759.0,2120.0,0.608078844,68.0,37.0,2678.0,1599.0,1650.0,865.0,942.0,57994.0,-0.98343862,2.127,Train,174
2020,352229.0,1470.0,0.419091171,69.0,39.0,2370.0,1775.0,1456.0,858.0,811.0,57913.0,-0.139669621,1.016,Predict,174
2013,29417.0,-912.0,-3.007022981,10.0,14.0,157.0,448.0,101.0,70.0,-626.0,3475.0,-8.624769918,0.901,Train,175
2014,29209.0,-208.0,-0.707074141,10.0,14.0,180.0,404.0,108.0,52.0,4.0,3311.0,-4.71942446,1.209,Train,175
2015,28544.0,-665.0,-2.276695539,10.0,14.0,141.0,434.0,98.0,49.0,-397.0,3230.0,-2.446390818,1.616,Train,175
2016,28111.0,-433.0,-1.516956278,10.0,14.0,123.0,438.0,86.0,57.0,-138.0,3042.0,-5.820433437,1.923,Train,175
2017,27849.0,-262.0,-0.932019494,10.0,14.0,132.0,415.0,84.0,65.0,13.0,2897.0,-4.76660092,2.543,Train,175
2018,27667.0,-182.0,-0.653524364,10.0,13.0,111.0,418.0,77.0,57.0,121.0,2760.0,-4.729030031,2.16,Predict,175
2014,29209.0,-208.0,-0.707074141,10.0,14.0,180.0,404.0,108.0,52.0,4.0,3311.0,-4.71942446,1.209,Train,176
2015,28544.0,-665.0,-2.276695539,10.0,14.0,141.0,434.0,98.0,49.0,-397.0,3230.0,-2.446390818,1.616,Train,176
2016,28111.0,-433.0,-1.516956278,10.0,14.0,123.0,438.0,86.0,57.0,-138.0,3042.0,-5.820433437,1.923,Train,176
2017,27849.0,-262.0,-0.932019494,10.0,14.0,132.0,415.0,84.0,65.0,13.0,2897.0,-4.76660092,2.543,Train,176
2018,27667.0,-182.0,-0.653524364,10.0,13.0,111.0,418.0,77.0,57.0,121.0,2760.0,-4.729030031,2.16,Train,176
2019,27168.0,-499.0,-1.803592728,10.0,13.0,88.0,438.0,77.0,63.0,-156.0,2587.0,-6.268115942,0.915,Predict,176
2015,28544.0,-665.0,-2.276695539,10.0,14.0,141.0,434.0,98.0,49.0,-397.0,3230.0,-2.446390818,1.616,Train,177
2016,28111.0,-433.0,-1.516956278,10.0,14.0,123.0,438.0,86.0,57.0,-138.0,3042.0,-5.820433437,1.923,Train,177
2017,27849.0,-262.0,-0.932019494,10.0,14.0,132.0,415.0,84.0,65.0,13.0,2897.0,-4.76660092,2.543,Train,177
2018,27667.0,-182.0,-0.653524364,10.0,13.0,111.0,418.0,77.0,57.0,121.0,2760.0,-4.729030031,2.16,Train,177
2019,27168.0,-499.0,-1.803592728,10.0,13.0,88.0,438.0,77.0,63.0,-156.0,2587.0,-6.268115942,0.915,Train,177
2020,26800.0,-368.0,-1.354534747,10.0,13.0,87.0,408.0,74.0,61.0,-38.0,2474.0,-4.367993815,0.755,Predict,177
2013,337071.0,-243.0,-0.072039702,52.0,42.0,2614.0,1930.0,1787.0,698.0,-1008.0,68329.0,-2.248894866,1.376,Train,178
2014,340241.0,3170.0,0.940454682,51.0,44.0,2737.0,1955.0,1696.0,658.0,2325.0,67119.0,-1.770844005,2.228,Train,178
2015,344426.0,4185.0,1.230010493,52.0,44.0,2687.0,2022.0,1706.0,592.0,3425.0,65673.0,-2.154382515,2.505,Train,178
2016,346739.0,2313.0,0.67155209,52.0,45.0,2624.0,2099.0,1667.0,648.0,1657.0,64087.0,-2.414995508,2.751,Train,178
2017,346681.0,-58.0,-0.016727279,52.0,45.0,2296.0,2074.0,1571.0,620.0,-258.0,62335.0,-2.733783763,3.669,Train,178
2018,345987.0,-694.0,-0.200184031,51.0,44.0,2161.0,2223.0,1468.0,704.0,-723.0,60696.0,-2.629341461,3.303,Predict,178
2014,340241.0,3170.0,0.940454682,51.0,44.0,2737.0,1955.0,1696.0,658.0,2325.0,67119.0,-1.770844005,2.228,Train,179
2015,344426.0,4185.0,1.230010493,52.0,44.0,2687.0,2022.0,1706.0,592.0,3425.0,65673.0,-2.154382515,2.505,Train,179
2016,346739.0,2313.0,0.67155209,52.0,45.0,2624.0,2099.0,1667.0,648.0,1657.0,64087.0,-2.414995508,2.751,Train,179
2017,346681.0,-58.0,-0.016727279,52.0,45.0,2296.0,2074.0,1571.0,620.0,-258.0,62335.0,-2.733783763,3.669,Train,179
2018,345987.0,-694.0,-0.200184031,51.0,44.0,2161.0,2223.0,1468.0,704.0,-723.0,60696.0,-2.629341461,3.303,Train,179
2019,347334.0,1347.0,0.389320986,53.0,45.0,1972.0,2164.0,1386.0,683.0,1463.0,59126.0,-2.586661394,1.485,Predict,179
2015,344426.0,4185.0,1.230010493,52.0,44.0,2687.0,2022.0,1706.0,592.0,3425.0,65673.0,-2.154382515,2.505,Train,180
2016,346739.0,2313.0,0.67155209,52.0,45.0,2624.0,2099.0,1667.0,648.0,1657.0,64087.0,-2.414995508,2.751,Train,180
2017,346681.0,-58.0,-0.016727279,52.0,45.0,2296.0,2074.0,1571.0,620.0,-258.0,62335.0,-2.733783763,3.669,Train,180
2018,345987.0,-694.0,-0.200184031,51.0,44.0,2161.0,2223.0,1468.0,704.0,-723.0,60696.0,-2.629341461,3.303,Train,180
2019,347334.0,1347.0,0.389320986,53.0,45.0,1972.0,2164.0,1386.0,683.0,1463.0,59126.0,-2.586661394,1.485,Train,180
2020,348096.0,762.0,0.219385375,53.0,45.0,1822.0,2258.0,1260.0,681.0,1177.0,57969.0,-1.956837939,1.204,Predict,180
2013,63447.0,481.0,0.763904329,22.0,17.0,390.0,760.0,311.0,124.0,860.0,8658.0,-0.813380685,1.009,Train,181
2014,63502.0,55.0,0.086686526,22.0,17.0,380.0,722.0,291.0,148.0,378.0,8427.0,-2.668052668,1.621,Train,181
2015,63817.0,315.0,0.496047369,22.0,17.0,374.0,859.0,276.0,121.0,776.0,8339.0,-1.04426249,2.062,Train,181
2016,63982.0,165.0,0.258551797,22.0,17.0,389.0,778.0,276.0,160.0,523.0,8134.0,-2.458328337,3.063,Train,181
2017,64101.0,119.0,0.18598981,22.0,17.0,385.0,715.0,249.0,158.0,438.0,7846.0,-3.540693386,3.342,Train,181
2018,63396.0,-705.0,-1.099826836,21.0,17.0,334.0,802.0,218.0,135.0,-266.0,7408.0,-5.582462401,3.498,Predict,181
2014,63502.0,55.0,0.086686526,22.0,17.0,380.0,722.0,291.0,148.0,378.0,8427.0,-2.668052668,1.621,Train,182
2015,63817.0,315.0,0.496047369,22.0,17.0,374.0,859.0,276.0,121.0,776.0,8339.0,-1.04426249,2.062,Train,182
2016,63982.0,165.0,0.258551797,22.0,17.0,389.0,778.0,276.0,160.0,523.0,8134.0,-2.458328337,3.063,Train,182
2017,64101.0,119.0,0.18598981,22.0,17.0,385.0,715.0,249.0,158.0,438.0,7846.0,-3.540693386,3.342,Train,182
2018,63396.0,-705.0,-1.099826836,21.0,17.0,334.0,802.0,218.0,135.0,-266.0,7408.0,-5.582462401,3.498,Train,182
2019,62331.0,-1065.0,-1.679916714,20.0,17.0,316.0,798.0,196.0,154.0,-590.0,6989.0,-5.656047516,2.098,Predict,182
2015,63817.0,315.0,0.496047369,22.0,17.0,374.0,859.0,276.0,121.0,776.0,8339.0,-1.04426249,2.062,Train,183
2016,63982.0,165.0,0.258551797,22.0,17.0,389.0,778.0,276.0,160.0,523.0,8134.0,-2.458328337,3.063,Train,183
2017,64101.0,119.0,0.18598981,22.0,17.0,385.0,715.0,249.0,158.0,438.0,7846.0,-3.540693386,3.342,Train,183
2018,63396.0,-705.0,-1.099826836,21.0,17.0,334.0,802.0,218.0,135.0,-266.0,7408.0,-5.582462401,3.498,Train,183
2019,62331.0,-1065.0,-1.679916714,20.0,17.0,316.0,798.0,196.0,154.0,-590.0,6989.0,-5.656047516,2.098,Train,183
2020,61301.0,-1030.0,-1.652468274,19.0,17.0,242.0,799.0,171.0,115.0,-467.0,6631.0,-5.122335098,1.846,Predict,183
2013,1083731.0,-7740.0,-0.709134737,192.0,105.0,10207.0,4877.0,6897.0,2267.0,-13497.0,213752.0,-3.648476871,1.639,Train,184
2014,1075168.0,-8563.0,-0.790140727,193.0,105.0,9684.0,4989.0,6337.0,2302.0,-13562.0,204893.0,-4.144522624,1.941,Train,184
2015,1070064.0,-5104.0,-0.474716509,192.0,106.0,9526.0,5286.0,6094.0,2302.0,-9688.0,196340.0,-4.174373942,2.109,Train,184
2016,1063907.0,-6157.0,-0.575386145,194.0,108.0,8574.0,5294.0,5835.0,2181.0,-9943.0,188560.0,-3.962514006,2.423,Train,184
2017,1057032.0,-6875.0,-0.646203099,197.0,110.0,7515.0,5362.0,5265.0,2042.0,-9171.0,182009.0,-3.474225711,2.807,Train,184
2018,1053601.0,-3431.0,-0.324588092,198.0,110.0,6922.0,5615.0,4928.0,2142.0,-5078.0,176503.0,-3.025125131,0.188,Predict,184
2014,1075168.0,-8563.0,-0.790140727,193.0,105.0,9684.0,4989.0,6337.0,2302.0,-13562.0,204893.0,-4.144522624,1.941,Train,185
2015,1070064.0,-5104.0,-0.474716509,192.0,106.0,9526.0,5286.0,6094.0,2302.0,-9688.0,196340.0,-4.174373942,2.109,Train,185
2016,1063907.0,-6157.0,-0.575386145,194.0,108.0,8574.0,5294.0,5835.0,2181.0,-9943.0,188560.0,-3.962514006,2.423,Train,185
2017,1057032.0,-6875.0,-0.646203099,197.0,110.0,7515.0,5362.0,5265.0,2042.0,-9171.0,182009.0,-3.474225711,2.807,Train,185
2018,1053601.0,-3431.0,-0.324588092,198.0,110.0,6922.0,5615.0,4928.0,2142.0,-5078.0,176503.0,-3.025125131,0.188,Train,185
2019,1044740.0,-8861.0,-0.841020462,195.0,110.0,6249.0,5473.0,4444.0,2246.0,-9819.0,169943.0,-3.716650708,-1.45,Predict,185
2015,1070064.0,-5104.0,-0.474716509,192.0,106.0,9526.0,5286.0,6094.0,2302.0,-9688.0,196340.0,-4.174373942,2.109,Train,186
2016,1063907.0,-6157.0,-0.575386145,194.0,108.0,8574.0,5294.0,5835.0,2181.0,-9943.0,188560.0,-3.962514006,2.423,Train,186
2017,1057032.0,-6875.0,-0.646203099,197.0,110.0,7515.0,5362.0,5265.0,2042.0,-9171.0,182009.0,-3.474225711,2.807,Train,186
2018,1053601.0,-3431.0,-0.324588092,198.0,110.0,6922.0,5615.0,4928.0,2142.0,-5078.0,176503.0,-3.025125131,0.188,Train,186
2019,1044740.0,-8861.0,-0.841020462,195.0,110.0,6249.0,5473.0,4444.0,2246.0,-9819.0,169943.0,-3.716650708,-1.45,Train,186
2020,1036738.0,-8002.0,-0.765932194,196.0,111.0,5376.0,5627.0,3897.0,2075.0,-7858.0,165044.0,-2.882731269,0.01,Predict,186
2013,139719.0,372.0,0.266959461,31.0,19.0,1193.0,919.0,871.0,461.0,16.0,24241.0,-0.537502052,1.481,Train,187
2014,139439.0,-280.0,-0.200402236,31.0,19.0,1273.0,894.0,820.0,411.0,-684.0,23805.0,-1.798605668,1.71,Train,187
2015,139168.0,-271.0,-0.194350218,30.0,20.0,1233.0,959.0,802.0,386.0,-622.0,23355.0,-1.890359168,2.067,Train,187
2016,138160.0,-1008.0,-0.724304438,30.0,20.0,1059.0,947.0,723.0,421.0,-1178.0,23079.0,-1.181759794,1.018,Train,187
2017,135833.0,-2327.0,-1.684279097,30.0,20.0,845.0,932.0,589.0,409.0,-2230.0,22600.0,-2.075479873,2.387,Train,187
2018,133720.0,-2113.0,-1.555586639,30.0,20.0,641.0,1021.0,546.0,431.0,-1761.0,22225.0,-1.659292035,2.309,Predict,187
2014,139439.0,-280.0,-0.200402236,31.0,19.0,1273.0,894.0,820.0,411.0,-684.0,23805.0,-1.798605668,1.71,Train,188
2015,139168.0,-271.0,-0.194350218,30.0,20.0,1233.0,959.0,802.0,386.0,-622.0,23355.0,-1.890359168,2.067,Train,188
2016,138160.0,-1008.0,-0.724304438,30.0,20.0,1059.0,947.0,723.0,421.0,-1178.0,23079.0,-1.181759794,1.018,Train,188
2017,135833.0,-2327.0,-1.684279097,30.0,20.0,845.0,932.0,589.0,409.0,-2230.0,22600.0,-2.075479873,2.387,Train,188
2018,133720.0,-2113.0,-1.555586639,30.0,20.0,641.0,1021.0,546.0,431.0,-1761.0,22225.0,-1.659292035,2.309,Train,188
2019,131404.0,-2316.0,-1.731977266,29.0,20.0,536.0,994.0,454.0,405.0,-1902.0,21420.0,-3.622047244,-0.359,Predict,188
2015,139168.0,-271.0,-0.194350218,30.0,20.0,1233.0,959.0,802.0,386.0,-622.0,23355.0,-1.890359168,2.067,Train,189
2016,138160.0,-1008.0,-0.724304438,30.0,20.0,1059.0,947.0,723.0,421.0,-1178.0,23079.0,-1.181759794,1.018,Train,189
2017,135833.0,-2327.0,-1.684279097,30.0,20.0,845.0,932.0,589.0,409.0,-2230.0,22600.0,-2.075479873,2.387,Train,189
2018,133720.0,-2113.0,-1.555586639,30.0,20.0,641.0,1021.0,546.0,431.0,-1761.0,22225.0,-1.659292035,2.309,Train,189
2019,131404.0,-2316.0,-1.731977266,29.0,20.0,536.0,994.0,454.0,405.0,-1902.0,21420.0,-3.622047244,-0.359,Train,189
2020,128293.0,-3111.0,-2.367507838,29.0,20.0,468.0,1049.0,394.0,383.0,-2531.0,20711.0,-3.309990663,-0.022,Predict,189
2013,50177.0,-629.0,-1.238042751,15.0,18.0,213.0,569.0,203.0,104.0,-283.0,6989.0,-4.181519057,0.851,Train,190
2014,49223.0,-954.0,-1.901269506,15.0,18.0,224.0,603.0,188.0,111.0,-581.0,6661.0,-4.69308914,1.58,Train,190
2015,50259.0,1036.0,2.104707149,15.0,17.0,240.0,647.0,197.0,117.0,1406.0,6657.0,-0.060051043,1.518,Train,190
2016,49622.0,-637.0,-1.267434688,15.0,17.0,228.0,644.0,184.0,94.0,-241.0,6284.0,-5.603124531,1.971,Train,190
2017,48831.0,-791.0,-1.594051026,15.0,17.0,188.0,652.0,115.0,107.0,-324.0,5913.0,-5.903882877,2.076,Train,190
2018,47533.0,-1298.0,-2.658147488,15.0,17.0,176.0,623.0,138.0,110.0,-867.0,5511.0,-6.798579401,2.016,Predict,190
2014,49223.0,-954.0,-1.901269506,15.0,18.0,224.0,603.0,188.0,111.0,-581.0,6661.0,-4.69308914,1.58,Train,191
2015,50259.0,1036.0,2.104707149,15.0,17.0,240.0,647.0,197.0,117.0,1406.0,6657.0,-0.060051043,1.518,Train,191
2016,49622.0,-637.0,-1.267434688,15.0,17.0,228.0,644.0,184.0,94.0,-241.0,6284.0,-5.603124531,1.971,Train,191
2017,48831.0,-791.0,-1.594051026,15.0,17.0,188.0,652.0,115.0,107.0,-324.0,5913.0,-5.903882877,2.076,Train,191
2018,47533.0,-1298.0,-2.658147488,15.0,17.0,176.0,623.0,138.0,110.0,-867.0,5511.0,-6.798579401,2.016,Train,191
2019,46574.0,-959.0,-2.017545705,15.0,16.0,185.0,600.0,150.0,102.0,-548.0,5062.0,-8.14734168,1.082,Predict,191
2015,50259.0,1036.0,2.104707149,15.0,17.0,240.0,647.0,197.0,117.0,1406.0,6657.0,-0.060051043,1.518,Train,192
2016,49622.0,-637.0,-1.267434688,15.0,17.0,228.0,644.0,184.0,94.0,-241.0,6284.0,-5.603124531,1.971,Train,192
2017,48831.0,-791.0,-1.594051026,15.0,17.0,188.0,652.0,115.0,107.0,-324.0,5913.0,-5.903882877,2.076,Train,192
2018,47533.0,-1298.0,-2.658147488,15.0,17.0,176.0,623.0,138.0,110.0,-867.0,5511.0,-6.798579401,2.016,Train,192
2019,46574.0,-959.0,-2.017545705,15.0,16.0,185.0,600.0,150.0,102.0,-548.0,5062.0,-8.14734168,1.082,Train,192
2020,44785.0,-1789.0,-3.841198952,15.0,16.0,136.0,624.0,109.0,99.0,-1294.0,4539.0,-10.33188463,0.635,Predict,192
2013,67667.0,242.0,0.358917316,21.0,17.0,521.0,604.0,383.0,150.0,287.0,11176.0,-0.44539462,1.106,Train,193
2014,68741.0,1074.0,1.5871843,21.0,17.0,490.0,599.0,403.0,168.0,1147.0,11224.0,0.429491768,1.831,Train,193
2015,69156.0,415.0,0.603715395,21.0,17.0,510.0,622.0,362.0,149.0,516.0,11068.0,-1.389878831,2.128,Train,193
2016,68937.0,-219.0,-0.316675343,21.0,16.0,474.0,648.0,319.0,178.0,-73.0,10871.0,-1.779906035,2.414,Train,193
2017,68207.0,-730.0,-1.058937871,21.0,16.0,387.0,624.0,282.0,176.0,-501.0,10501.0,-3.403550731,2.964,Train,193
2018,67025.0,-1182.0,-1.73295996,21.0,16.0,307.0,664.0,212.0,153.0,-823.0,10143.0,-3.409199124,2.408,Predict,193
2014,68741.0,1074.0,1.5871843,21.0,17.0,490.0,599.0,403.0,168.0,1147.0,11224.0,0.429491768,1.831,Train,194
2015,69156.0,415.0,0.603715395,21.0,17.0,510.0,622.0,362.0,149.0,516.0,11068.0,-1.389878831,2.128,Train,194
2016,68937.0,-219.0,-0.316675343,21.0,16.0,474.0,648.0,319.0,178.0,-73.0,10871.0,-1.779906035,2.414,Train,194
2017,68207.0,-730.0,-1.058937871,21.0,16.0,387.0,624.0,282.0,176.0,-501.0,10501.0,-3.403550731,2.964,Train,194
2018,67025.0,-1182.0,-1.73295996,21.0,16.0,307.0,664.0,212.0,153.0,-823.0,10143.0,-3.409199124,2.408,Train,194
2019,65700.0,-1325.0,-1.976874301,20.0,16.0,291.0,636.0,216.0,158.0,-1008.0,9743.0,-3.943606428,1.78,Predict,194
2015,69156.0,415.0,0.603715395,21.0,17.0,510.0,622.0,362.0,149.0,516.0,11068.0,-1.389878831,2.128,Train,195
2016,68937.0,-219.0,-0.316675343,21.0,16.0,474.0,648.0,319.0,178.0,-73.0,10871.0,-1.779906035,2.414,Train,195
2017,68207.0,-730.0,-1.058937871,21.0,16.0,387.0,624.0,282.0,176.0,-501.0,10501.0,-3.403550731,2.964,Train,195
2018,67025.0,-1182.0,-1.73295996,21.0,16.0,307.0,664.0,212.0,153.0,-823.0,10143.0,-3.409199124,2.408,Train,195
2019,65700.0,-1325.0,-1.976874301,20.0,16.0,291.0,636.0,216.0,158.0,-1008.0,9743.0,-3.943606428,1.78,Train,195
2020,64182.0,-1518.0,-2.310502283,20.0,16.0,207.0,647.0,177.0,136.0,-1063.0,9307.0,-4.475007698,1.733,Predict,195
2013,40692.0,-22.0,-0.054035467,12.0,13.0,238.0,523.0,169.0,73.0,239.0,5992.0,-0.745403346,0.966,Train,196
2014,40584.0,-108.0,-0.265408434,12.0,13.0,223.0,487.0,144.0,83.0,147.0,5900.0,-1.535380507,1.282,Train,196
2015,40339.0,-245.0,-0.603686182,12.0,13.0,209.0,494.0,147.0,90.0,8.0,5689.0,-3.576271186,1.823,Train,196
2016,40241.0,-98.0,-0.242941074,12.0,13.0,178.0,477.0,123.0,66.0,197.0,5496.0,-3.392511865,1.985,Train,196
