연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,Type,DataSetID
2014,353709.0,-4873.0,-1.358963919,31.0,23.0,2553.0,1632.0,1791.0,777.0,-5894.0,58994.0,-5.509818368,1.66,Train,400
2015,351242.0,-2467.0,-0.697465996,30.0,23.0,2481.0,1776.0,1810.0,728.0,-3499.0,56036.0,-5.014069227,2.191,Train,400
2016,348220.0,-3022.0,-0.860375468,30.0,23.0,2249.0,1819.0,1636.0,670.0,-3771.0,53384.0,-4.732671854,2.609,Train,400
2017,344166.0,-4054.0,-1.164206536,29.0,23.0,1906.0,1739.0,1543.0,666.0,-4295.0,50599.0,-5.216918927,3.416,Train,400
2018,339413.0,-4753.0,-1.381019624,29.0,23.0,1707.0,1901.0,1471.0,724.0,-4695.0,47992.0,-5.152275737,4.387,Predict,400
2014,353709.0,-4873.0,-1.358963919,31.0,23.0,2553.0,1632.0,1791.0,777.0,-5894.0,58994.0,-5.509818368,1.66,Train,401
2015,351242.0,-2467.0,-0.697465996,30.0,23.0,2481.0,1776.0,1810.0,728.0,-3499.0,56036.0,-5.014069227,2.191,Train,401
2016,348220.0,-3022.0,-0.860375468,30.0,23.0,2249.0,1819.0,1636.0,670.0,-3771.0,53384.0,-4.732671854,2.609,Train,401
2017,344166.0,-4054.0,-1.164206536,29.0,23.0,1906.0,1739.0,1543.0,666.0,-4295.0,50599.0,-5.216918927,3.416,Train,401
2018,339413.0,-4753.0,-1.381019624,29.0,23.0,1707.0,1901.0,1471.0,724.0,-4695.0,47992.0,-5.152275737,4.387,Train,401
2019,333362.0,-6051.0,-1.782783806,26.0,23.0,1483.0,1836.0,1316.0,702.0,-5780.0,44826.0,-6.596932822,3.827,Predict,401
2015,351242.0,-2467.0,-0.697465996,30.0,23.0,2481.0,1776.0,1810.0,728.0,-3499.0,56036.0,-5.014069227,2.191,Train,402
2016,348220.0,-3022.0,-0.860375468,30.0,23.0,2249.0,1819.0,1636.0,670.0,-3771.0,53384.0,-4.732671854,2.609,Train,402
2017,344166.0,-4054.0,-1.164206536,29.0,23.0,1906.0,1739.0,1543.0,666.0,-4295.0,50599.0,-5.216918927,3.416,Train,402
2018,339413.0,-4753.0,-1.381019624,29.0,23.0,1707.0,1901.0,1471.0,724.0,-4695.0,47992.0,-5.152275737,4.387,Train,402
2019,333362.0,-6051.0,-1.782783806,26.0,23.0,1483.0,1836.0,1316.0,702.0,-5780.0,44826.0,-6.596932822,3.827,Train,402
2020,325257.0,-8105.0,-2.431290909,24.0,23.0,1218.0,1920.0,1187.0,678.0,-7457.0,42121.0,-6.034444296,3.258,Predict,402
2013,364273.0,1015.0,0.279415732,32.0,21.0,2651.0,1805.0,2327.0,740.0,-18.0,55157.0,-2.755641749,0.54,Train,403
2014,363687.0,-586.0,-0.16086836,33.0,21.0,2634.0,1831.0,2123.0,770.0,-1743.0,53348.0,-3.279728774,1.361,Train,403
2015,360153.0,-3534.0,-0.971714689,33.0,21.0,2687.0,1833.0,2159.0,714.0,-4927.0,51114.0,-4.18759841,2.254,Train,403
2016,355069.0,-5084.0,-1.411622283,32.0,21.0,2383.0,1921.0,1796.0,666.0,-6031.0,48673.0,-4.77559964,2.574,Train,403
2017,350647.0,-4422.0,-1.245391741,32.0,21.0,2117.0,1780.0,1657.0,624.0,-4834.0,46576.0,-4.308343435,3.995,Train,403
2018,348052.0,-2595.0,-0.740060517,33.0,21.0,1886.0,1895.0,1747.0,660.0,-2706.0,44991.0,-3.403040192,6.241,Predict,403
2014,363687.0,-586.0,-0.16086836,33.0,21.0,2634.0,1831.0,2123.0,770.0,-1743.0,53348.0,-3.279728774,1.361,Train,404
2015,360153.0,-3534.0,-0.971714689,33.0,21.0,2687.0,1833.0,2159.0,714.0,-4927.0,51114.0,-4.18759841,2.254,Train,404
2016,355069.0,-5084.0,-1.411622283,32.0,21.0,2383.0,1921.0,1796.0,666.0,-6031.0,48673.0,-4.77559964,2.574,Train,404
2017,350647.0,-4422.0,-1.245391741,32.0,21.0,2117.0,1780.0,1657.0,624.0,-4834.0,46576.0,-4.308343435,3.995,Train,404
2018,348052.0,-2595.0,-0.740060517,33.0,21.0,1886.0,1895.0,1747.0,660.0,-2706.0,44991.0,-3.403040192,6.241,Train,404
2019,346194.0,-1858.0,-0.533828279,31.0,21.0,1884.0,1851.0,1613.0,692.0,-2000.0,43335.0,-3.680736147,5.327,Predict,404
2015,360153.0,-3534.0,-0.971714689,33.0,21.0,2687.0,1833.0,2159.0,714.0,-4927.0,51114.0,-4.18759841,2.254,Train,405
2016,355069.0,-5084.0,-1.411622283,32.0,21.0,2383.0,1921.0,1796.0,666.0,-6031.0,48673.0,-4.77559964,2.574,Train,405
2017,350647.0,-4422.0,-1.245391741,32.0,21.0,2117.0,1780.0,1657.0,624.0,-4834.0,46576.0,-4.308343435,3.995,Train,405
2018,348052.0,-2595.0,-0.740060517,33.0,21.0,1886.0,1895.0,1747.0,660.0,-2706.0,44991.0,-3.403040192,6.241,Train,405
2019,346194.0,-1858.0,-0.533828279,31.0,21.0,1884.0,1851.0,1613.0,692.0,-2000.0,43335.0,-3.680736147,5.327,Train,405
2020,342837.0,-3357.0,-0.969687516,29.0,21.0,1702.0,1911.0,1524.0,570.0,-3227.0,41477.0,-4.287527403,4.394,Predict,405
2013,410815.0,5324.0,1.31297612,31.0,21.0,3712.0,1603.0,3130.0,658.0,3039.0,61976.0,-1.517535078,0.657,Train,406
2014,407470.0,-3345.0,-0.814235118,34.0,21.0,3765.0,1564.0,2962.0,715.0,-5826.0,59592.0,-3.846650316,1.853,Train,406
2015,400641.0,-6829.0,-1.675951604,34.0,21.0,3643.0,1677.0,2855.0,632.0,-9402.0,56942.0,-4.446905625,2.369,Train,406
2016,400997.0,356.0,0.088857606,34.0,21.0,3184.0,1667.0,2514.0,590.0,-1818.0,55131.0,-3.180429209,2.854,Train,406
2017,396217.0,-4780.0,-1.192028868,34.0,21.0,2814.0,1641.0,2282.0,598.0,-6029.0,53123.0,-3.642233952,4.481,Train,406
2018,396203.0,-14.0,-0.003533417,37.0,21.0,2417.0,1720.0,2097.0,562.0,-1006.0,51733.0,-2.616569094,8.121,Predict,406
2014,407470.0,-3345.0,-0.814235118,34.0,21.0,3765.0,1564.0,2962.0,715.0,-5826.0,59592.0,-3.846650316,1.853,Train,407
2015,400641.0,-6829.0,-1.675951604,34.0,21.0,3643.0,1677.0,2855.0,632.0,-9402.0,56942.0,-4.446905625,2.369,Train,407
2016,400997.0,356.0,0.088857606,34.0,21.0,3184.0,1667.0,2514.0,590.0,-1818.0,55131.0,-3.180429209,2.854,Train,407
2017,396217.0,-4780.0,-1.192028868,34.0,21.0,2814.0,1641.0,2282.0,598.0,-6029.0,53123.0,-3.642233952,4.481,Train,407
2018,396203.0,-14.0,-0.003533417,37.0,21.0,2417.0,1720.0,2097.0,562.0,-1006.0,51733.0,-2.616569094,8.121,Train,407
2019,395963.0,-240.0,-0.060575008,34.0,21.0,2227.0,1703.0,2057.0,557.0,-879.0,50224.0,-2.916900238,5.536,Predict,407
2015,400641.0,-6829.0,-1.675951604,34.0,21.0,3643.0,1677.0,2855.0,632.0,-9402.0,56942.0,-4.446905625,2.369,Train,408
2016,400997.0,356.0,0.088857606,34.0,21.0,3184.0,1667.0,2514.0,590.0,-1818.0,55131.0,-3.180429209,2.854,Train,408
2017,396217.0,-4780.0,-1.192028868,34.0,21.0,2814.0,1641.0,2282.0,598.0,-6029.0,53123.0,-3.642233952,4.481,Train,408
2018,396203.0,-14.0,-0.003533417,37.0,21.0,2417.0,1720.0,2097.0,562.0,-1006.0,51733.0,-2.616569094,8.121,Train,408
2019,395963.0,-240.0,-0.060575008,34.0,21.0,2227.0,1703.0,2057.0,557.0,-879.0,50224.0,-2.916900238,5.536,Train,408
2020,391220.0,-4743.0,-1.197839192,32.0,21.0,2044.0,1770.0,1906.0,611.0,-5154.0,47805.0,-4.816422428,4.931,Predict,408
2013,381856.0,-2788.0,-0.724826073,29.0,22.0,3320.0,1514.0,2986.0,718.0,-4804.0,59499.0,-2.577243626,0.962,Train,409
2014,385439.0,3583.0,0.938311824,28.0,22.0,3373.0,1534.0,2827.0,636.0,1707.0,58317.0,-1.98658801,2.838,Train,409
2015,387643.0,2204.0,0.571815514,28.0,22.0,3626.0,1593.0,3205.0,613.0,-770.0,56832.0,-2.546427285,3.312,Train,409
2016,379892.0,-7751.0,-1.999520177,28.0,22.0,3392.0,1621.0,2588.0,636.0,-10151.0,54321.0,-4.418285473,3.677,Train,409
2017,374915.0,-4977.0,-1.310109189,27.0,22.0,2812.0,1533.0,2294.0,576.0,-6199.0,52172.0,-3.956112737,5.322,Train,409
2018,375077.0,162.0,0.043209794,26.0,22.0,2528.0,1612.0,2229.0,560.0,-844.0,50937.0,-2.36717013,8.112,Predict,409
2014,385439.0,3583.0,0.938311824,28.0,22.0,3373.0,1534.0,2827.0,636.0,1707.0,58317.0,-1.98658801,2.838,Train,410
2015,387643.0,2204.0,0.571815514,28.0,22.0,3626.0,1593.0,3205.0,613.0,-770.0,56832.0,-2.546427285,3.312,Train,410
2016,379892.0,-7751.0,-1.999520177,28.0,22.0,3392.0,1621.0,2588.0,636.0,-10151.0,54321.0,-4.418285473,3.677,Train,410
2017,374915.0,-4977.0,-1.310109189,27.0,22.0,2812.0,1533.0,2294.0,576.0,-6199.0,52172.0,-3.956112737,5.322,Train,410
2018,375077.0,162.0,0.043209794,26.0,22.0,2528.0,1612.0,2229.0,560.0,-844.0,50937.0,-2.36717013,8.112,Train,410
2019,374035.0,-1042.0,-0.277809623,24.0,22.0,2334.0,1563.0,2029.0,565.0,-1807.0,49257.0,-3.298191884,5.402,Predict,410
2015,387643.0,2204.0,0.571815514,28.0,22.0,3626.0,1593.0,3205.0,613.0,-770.0,56832.0,-2.546427285,3.312,Train,411
2016,379892.0,-7751.0,-1.999520177,28.0,22.0,3392.0,1621.0,2588.0,636.0,-10151.0,54321.0,-4.418285473,3.677,Train,411
2017,374915.0,-4977.0,-1.310109189,27.0,22.0,2812.0,1533.0,2294.0,576.0,-6199.0,52172.0,-3.956112737,5.322,Train,411
2018,375077.0,162.0,0.043209794,26.0,22.0,2528.0,1612.0,2229.0,560.0,-844.0,50937.0,-2.36717013,8.112,Train,411
2019,374035.0,-1042.0,-0.277809623,24.0,22.0,2334.0,1563.0,2029.0,565.0,-1807.0,49257.0,-3.298191884,5.402,Train,411
2020,371890.0,-2145.0,-0.573475744,25.0,22.0,2015.0,1653.0,1929.0,531.0,-2452.0,47803.0,-2.95186471,4.792,Predict,411
2013,314110.0,-1003.0,-0.318298515,26.0,18.0,2358.0,1466.0,1974.0,612.0,-2023.0,50389.0,-3.694430641,0.537,Train,412
2014,310376.0,-3734.0,-1.188755532,26.0,18.0,2334.0,1405.0,1732.0,538.0,-4729.0,47915.0,-4.909801742,2.175,Train,412
2015,312141.0,1765.0,0.568665103,26.0,18.0,2175.0,1516.0,1722.0,528.0,564.0,46619.0,-2.704789732,2.566,Train,412
2016,314194.0,2053.0,0.657715584,27.0,19.0,2201.0,1514.0,1660.0,532.0,916.0,45480.0,-2.44320985,2.647,Train,412
2017,312800.0,-1394.0,-0.443674927,27.0,19.0,1911.0,1507.0,1546.0,485.0,-1752.0,43856.0,-3.570800352,3.447,Train,412
2018,310313.0,-2487.0,-0.795076726,27.0,19.0,1647.0,1669.0,1393.0,526.0,-2623.0,42267.0,-3.623221452,5.354,Predict,412
2014,310376.0,-3734.0,-1.188755532,26.0,18.0,2334.0,1405.0,1732.0,538.0,-4729.0,47915.0,-4.909801742,2.175,Train,413
2015,312141.0,1765.0,0.568665103,26.0,18.0,2175.0,1516.0,1722.0,528.0,564.0,46619.0,-2.704789732,2.566,Train,413
2016,314194.0,2053.0,0.657715584,27.0,19.0,2201.0,1514.0,1660.0,532.0,916.0,45480.0,-2.44320985,2.647,Train,413
2017,312800.0,-1394.0,-0.443674927,27.0,19.0,1911.0,1507.0,1546.0,485.0,-1752.0,43856.0,-3.570800352,3.447,Train,413
2018,310313.0,-2487.0,-0.795076726,27.0,19.0,1647.0,1669.0,1393.0,526.0,-2623.0,42267.0,-3.623221452,5.354,Train,413
2019,309397.0,-916.0,-0.295185829,25.0,19.0,1521.0,1555.0,1440.0,473.0,-948.0,41049.0,-2.881680744,4.675,Predict,413
2015,312141.0,1765.0,0.568665103,26.0,18.0,2175.0,1516.0,1722.0,528.0,564.0,46619.0,-2.704789732,2.566,Train,414
2016,314194.0,2053.0,0.657715584,27.0,19.0,2201.0,1514.0,1660.0,532.0,916.0,45480.0,-2.44320985,2.647,Train,414
2017,312800.0,-1394.0,-0.443674927,27.0,19.0,1911.0,1507.0,1546.0,485.0,-1752.0,43856.0,-3.570800352,3.447,Train,414
2018,310313.0,-2487.0,-0.795076726,27.0,19.0,1647.0,1669.0,1393.0,526.0,-2623.0,42267.0,-3.623221452,5.354,Train,414
2019,309397.0,-916.0,-0.295185829,25.0,19.0,1521.0,1555.0,1440.0,473.0,-948.0,41049.0,-2.881680744,4.675,Train,414
2020,312173.0,2776.0,0.897229126,23.0,19.0,1533.0,1676.0,1260.0,444.0,2925.0,40455.0,-1.447051085,4.415,Predict,414
2013,441763.0,6719.0,1.544441482,26.0,24.0,4081.0,1385.0,2988.0,633.0,3588.0,80777.0,-0.366331993,1.816,Train,415
2014,449678.0,7915.0,1.791684682,25.0,24.0,4135.0,1404.0,2871.0,626.0,4811.0,81052.0,0.340443443,3.782,Train,415
2015,446764.0,-2914.0,-0.648019249,28.0,24.0,4078.0,1396.0,2846.0,597.0,-6777.0,79049.0,-2.471253023,3.037,Train,415
2016,447192.0,428.0,0.09580002,27.0,24.0,3629.0,1480.0,2676.0,565.0,-3183.0,78009.0,-1.315639667,3.102,Train,415
2017,441102.0,-6090.0,-1.36183116,28.0,24.0,3039.0,1446.0,2288.0,561.0,-7894.0,76297.0,-2.19461857,4.396,Train,415
2018,433951.0,-7151.0,-1.621166986,28.0,24.0,2919.0,1435.0,2234.0,587.0,-8831.0,74818.0,-1.938477266,6.552,Predict,415
2014,449678.0,7915.0,1.791684682,25.0,24.0,4135.0,1404.0,2871.0,626.0,4811.0,81052.0,0.340443443,3.782,Train,416
2015,446764.0,-2914.0,-0.648019249,28.0,24.0,4078.0,1396.0,2846.0,597.0,-6777.0,79049.0,-2.471253023,3.037,Train,416
2016,447192.0,428.0,0.09580002,27.0,24.0,3629.0,1480.0,2676.0,565.0,-3183.0,78009.0,-1.315639667,3.102,Train,416
2017,441102.0,-6090.0,-1.36183116,28.0,24.0,3039.0,1446.0,2288.0,561.0,-7894.0,76297.0,-2.19461857,4.396,Train,416
2018,433951.0,-7151.0,-1.621166986,28.0,24.0,2919.0,1435.0,2234.0,587.0,-8831.0,74818.0,-1.938477266,6.552,Train,416
2019,430826.0,-3125.0,-0.720127388,27.0,24.0,2512.0,1421.0,2084.0,615.0,-4299.0,73427.0,-1.859178273,5.567,Predict,416
2015,446764.0,-2914.0,-0.648019249,28.0,24.0,4078.0,1396.0,2846.0,597.0,-6777.0,79049.0,-2.471253023,3.037,Train,417
2016,447192.0,428.0,0.09580002,27.0,24.0,3629.0,1480.0,2676.0,565.0,-3183.0,78009.0,-1.315639667,3.102,Train,417
2017,441102.0,-6090.0,-1.36183116,28.0,24.0,3039.0,1446.0,2288.0,561.0,-7894.0,76297.0,-2.19461857,4.396,Train,417
2018,433951.0,-7151.0,-1.621166986,28.0,24.0,2919.0,1435.0,2234.0,587.0,-8831.0,74818.0,-1.938477266,6.552,Train,417
2019,430826.0,-3125.0,-0.720127388,27.0,24.0,2512.0,1421.0,2084.0,615.0,-4299.0,73427.0,-1.859178273,5.567,Train,417
2020,425126.0,-5700.0,-1.323039928,26.0,24.0,2238.0,1433.0,1861.0,533.0,-6419.0,72251.0,-1.601590696,5.182,Predict,417
2013,299337.0,-267.0,-0.089117635,29.0,20.0,2838.0,1294.0,2432.0,613.0,-1957.0,46055.0,-3.052310283,0.277,Train,418
2014,296086.0,-3251.0,-1.086066874,30.0,20.0,2654.0,1265.0,2125.0,596.0,-4828.0,43862.0,-4.76169797,1.848,Train,418
2015,297003.0,917.0,0.309707315,31.0,20.0,2753.0,1244.0,2083.0,563.0,-986.0,42162.0,-3.875792258,2.218,Train,418
2016,299259.0,2256.0,0.759588287,31.0,21.0,2531.0,1304.0,1944.0,547.0,643.0,40760.0,-3.3252692,2.916,Train,418
2017,304808.0,5549.0,1.854246656,31.0,21.0,2462.0,1399.0,2096.0,509.0,4385.0,39952.0,-1.982335623,5.221,Train,418
2018,308221.0,3413.0,1.119721267,31.0,21.0,2346.0,1383.0,2000.0,550.0,2346.0,38939.0,-2.535542651,7.377,Predict,418
2014,296086.0,-3251.0,-1.086066874,30.0,20.0,2654.0,1265.0,2125.0,596.0,-4828.0,43862.0,-4.76169797,1.848,Train,419
2015,297003.0,917.0,0.309707315,31.0,20.0,2753.0,1244.0,2083.0,563.0,-986.0,42162.0,-3.875792258,2.218,Train,419
2016,299259.0,2256.0,0.759588287,31.0,21.0,2531.0,1304.0,1944.0,547.0,643.0,40760.0,-3.3252692,2.916,Train,419
2017,304808.0,5549.0,1.854246656,31.0,21.0,2462.0,1399.0,2096.0,509.0,4385.0,39952.0,-1.982335623,5.221,Train,419
2018,308221.0,3413.0,1.119721267,31.0,21.0,2346.0,1383.0,2000.0,550.0,2346.0,38939.0,-2.535542651,7.377,Train,419
2019,300889.0,-7332.0,-2.378812605,30.0,21.0,2191.0,1369.0,1758.0,528.0,-8180.0,36972.0,-5.051490793,5.882,Predict,419
2015,297003.0,917.0,0.309707315,31.0,20.0,2753.0,1244.0,2083.0,563.0,-986.0,42162.0,-3.875792258,2.218,Train,420
2016,299259.0,2256.0,0.759588287,31.0,21.0,2531.0,1304.0,1944.0,547.0,643.0,40760.0,-3.3252692,2.916,Train,420
2017,304808.0,5549.0,1.854246656,31.0,21.0,2462.0,1399.0,2096.0,509.0,4385.0,39952.0,-1.982335623,5.221,Train,420
2018,308221.0,3413.0,1.119721267,31.0,21.0,2346.0,1383.0,2000.0,550.0,2346.0,38939.0,-2.535542651,7.377,Train,420
2019,300889.0,-7332.0,-2.378812605,30.0,21.0,2191.0,1369.0,1758.0,528.0,-8180.0,36972.0,-5.051490793,5.882,Train,420
2020,293556.0,-7333.0,-2.43711136,28.0,21.0,1945.0,1363.0,1573.0,502.0,-7943.0,34901.0,-5.601536298,5.129,Predict,420
2013,476589.0,-5268.0,-1.09327041,55.0,29.0,3831.0,2171.0,2809.0,934.0,-7181.0,78474.0,-2.913558253,0.182,Train,421
2014,466706.0,-9883.0,-2.073694525,55.0,29.0,3537.0,2117.0,2415.0,907.0,-11439.0,75345.0,-3.987307898,1.425,Train,421
2015,459275.0,-7431.0,-1.592222941,55.0,29.0,3514.0,2154.0,2379.0,823.0,-9409.0,72632.0,-3.600769792,2.191,Train,421
2016,450355.0,-8920.0,-1.942191497,52.0,29.0,3060.0,2139.0,2131.0,833.0,-10396.0,69964.0,-3.673312039,2.398,Train,421
2017,444055.0,-6300.0,-1.398896426,52.0,29.0,2631.0,2097.0,1917.0,732.0,-6936.0,67939.0,-2.894345663,3.124,Train,421
2018,435868.0,-8187.0,-1.843690534,50.0,29.0,2264.0,2215.0,1919.0,757.0,-8330.0,65608.0,-3.431019002,5.723,Predict,421
2014,466706.0,-9883.0,-2.073694525,55.0,29.0,3537.0,2117.0,2415.0,907.0,-11439.0,75345.0,-3.987307898,1.425,Train,422
2015,459275.0,-7431.0,-1.592222941,55.0,29.0,3514.0,2154.0,2379.0,823.0,-9409.0,72632.0,-3.600769792,2.191,Train,422
2016,450355.0,-8920.0,-1.942191497,52.0,29.0,3060.0,2139.0,2131.0,833.0,-10396.0,69964.0,-3.673312039,2.398,Train,422
2017,444055.0,-6300.0,-1.398896426,52.0,29.0,2631.0,2097.0,1917.0,732.0,-6936.0,67939.0,-2.894345663,3.124,Train,422
2018,435868.0,-8187.0,-1.843690534,50.0,29.0,2264.0,2215.0,1919.0,757.0,-8330.0,65608.0,-3.431019002,5.723,Train,422
2019,442650.0,6782.0,1.555975662,49.0,29.0,2147.0,2184.0,1880.0,661.0,6672.0,64894.0,-1.088281917,4.97,Predict,422
2015,459275.0,-7431.0,-1.592222941,55.0,29.0,3514.0,2154.0,2379.0,823.0,-9409.0,72632.0,-3.600769792,2.191,Train,423
2016,450355.0,-8920.0,-1.942191497,52.0,29.0,3060.0,2139.0,2131.0,833.0,-10396.0,69964.0,-3.673312039,2.398,Train,423
2017,444055.0,-6300.0,-1.398896426,52.0,29.0,2631.0,2097.0,1917.0,732.0,-6936.0,67939.0,-2.894345663,3.124,Train,423
2018,435868.0,-8187.0,-1.843690534,50.0,29.0,2264.0,2215.0,1919.0,757.0,-8330.0,65608.0,-3.431019002,5.723,Train,423
2019,442650.0,6782.0,1.555975662,49.0,29.0,2147.0,2184.0,1880.0,661.0,6672.0,64894.0,-1.088281917,4.97,Train,423
2020,437153.0,-5497.0,-1.241838925,47.0,29.0,2041.0,2265.0,1672.0,667.0,-5278.0,62511.0,-3.672142263,4.479,Predict,423
2013,668415.0,-4700.0,-0.698246213,51.0,37.0,5963.0,2168.0,4445.0,1140.0,-8902.0,120481.0,-3.561966205,3.009,Train,424
2014,664738.0,-3677.0,-0.550107343,53.0,38.0,6001.0,2180.0,4480.0,1121.0,-7767.0,116032.0,-3.692698434,3.644,Train,424
2015,660302.0,-4436.0,-0.667330587,54.0,38.0,5899.0,2127.0,4386.0,1069.0,-9352.0,111411.0,-3.982522063,3.045,Train,424
2016,657831.0,-2471.0,-0.374222704,54.0,39.0,5500.0,2174.0,4102.0,1039.0,-7000.0,106989.0,-3.969087433,3.195,Train,424
2017,664496.0,6665.0,1.013178157,56.0,39.0,4976.0,2239.0,3896.0,1041.0,3718.0,104781.0,-2.063763564,4.601,Train,424
2018,666635.0,2139.0,0.3218981,56.0,39.0,4567.0,2334.0,3705.0,1010.0,-426.0,102100.0,-2.558669988,5.943,Predict,424
2014,664738.0,-3677.0,-0.550107343,53.0,38.0,6001.0,2180.0,4480.0,1121.0,-7767.0,116032.0,-3.692698434,3.644,Train,425
2015,660302.0,-4436.0,-0.667330587,54.0,38.0,5899.0,2127.0,4386.0,1069.0,-9352.0,111411.0,-3.982522063,3.045,Train,425
2016,657831.0,-2471.0,-0.374222704,54.0,39.0,5500.0,2174.0,4102.0,1039.0,-7000.0,106989.0,-3.969087433,3.195,Train,425
2017,664496.0,6665.0,1.013178157,56.0,39.0,4976.0,2239.0,3896.0,1041.0,3718.0,104781.0,-2.063763564,4.601,Train,425
2018,666635.0,2139.0,0.3218981,56.0,39.0,4567.0,2334.0,3705.0,1010.0,-426.0,102100.0,-2.558669988,5.943,Train,425
2019,675961.0,9326.0,1.398966451,51.0,40.0,4424.0,2278.0,3651.0,1060.0,6972.0,100433.0,-1.632713026,5.334,Predict,425
2015,660302.0,-4436.0,-0.667330587,54.0,38.0,5899.0,2127.0,4386.0,1069.0,-9352.0,111411.0,-3.982522063,3.045,Train,426
2016,657831.0,-2471.0,-0.374222704,54.0,39.0,5500.0,2174.0,4102.0,1039.0,-7000.0,106989.0,-3.969087433,3.195,Train,426
2017,664496.0,6665.0,1.013178157,56.0,39.0,4976.0,2239.0,3896.0,1041.0,3718.0,104781.0,-2.063763564,4.601,Train,426
2018,666635.0,2139.0,0.3218981,56.0,39.0,4567.0,2334.0,3705.0,1010.0,-426.0,102100.0,-2.558669988,5.943,Train,426
2019,675961.0,9326.0,1.398966451,51.0,40.0,4424.0,2278.0,3651.0,1060.0,6972.0,100433.0,-1.632713026,5.334,Train,426
2020,667960.0,-8001.0,-1.183648169,50.0,40.0,3791.0,2300.0,3220.0,1070.0,-9529.0,97591.0,-2.829747195,5.404,Predict,426
2013,492528.0,-3383.0,-0.682178859,48.0,30.0,3547.0,1813.0,2644.0,910.0,-5500.0,103289.0,-3.488067874,0.845,Train,427
2014,486221.0,-6307.0,-1.280536335,50.0,30.0,3527.0,1864.0,2490.0,873.0,-8270.0,98769.0,-4.376071024,2.31,Train,427
2015,484532.0,-1689.0,-0.347372902,50.0,30.0,3526.0,1898.0,2516.0,775.0,-4035.0,95292.0,-3.520335328,2.42,Train,427
2016,477739.0,-6793.0,-1.401971387,49.0,30.0,3334.0,1891.0,2258.0,821.0,-9019.0,91135.0,-4.362380892,2.499,Train,427
2017,471154.0,-6585.0,-1.378367686,50.0,30.0,2876.0,1805.0,2021.0,700.0,-7932.0,87475.0,-4.01602019,3.793,Train,427
2018,464185.0,-6969.0,-1.479134211,47.0,30.0,2387.0,1842.0,1957.0,743.0,-7835.0,84261.0,-3.674192626,5.078,Predict,427
2014,486221.0,-6307.0,-1.280536335,50.0,30.0,3527.0,1864.0,2490.0,873.0,-8270.0,98769.0,-4.376071024,2.31,Train,428
2015,484532.0,-1689.0,-0.347372902,50.0,30.0,3526.0,1898.0,2516.0,775.0,-4035.0,95292.0,-3.520335328,2.42,Train,428
2016,477739.0,-6793.0,-1.401971387,49.0,30.0,3334.0,1891.0,2258.0,821.0,-9019.0,91135.0,-4.362380892,2.499,Train,428
2017,471154.0,-6585.0,-1.378367686,50.0,30.0,2876.0,1805.0,2021.0,700.0,-7932.0,87475.0,-4.01602019,3.793,Train,428
2018,464185.0,-6969.0,-1.479134211,47.0,30.0,2387.0,1842.0,1957.0,743.0,-7835.0,84261.0,-3.674192626,5.078,Train,428
2019,458165.0,-6020.0,-1.296896711,43.0,30.0,2222.0,1900.0,1705.0,727.0,-6477.0,80988.0,-3.884359312,5.059,Predict,428
2015,484532.0,-1689.0,-0.347372902,50.0,30.0,3526.0,1898.0,2516.0,775.0,-4035.0,95292.0,-3.520335328,2.42,Train,429
2016,477739.0,-6793.0,-1.401971387,49.0,30.0,3334.0,1891.0,2258.0,821.0,-9019.0,91135.0,-4.362380892,2.499,Train,429
2017,471154.0,-6585.0,-1.378367686,50.0,30.0,2876.0,1805.0,2021.0,700.0,-7932.0,87475.0,-4.01602019,3.793,Train,429
2018,464185.0,-6969.0,-1.479134211,47.0,30.0,2387.0,1842.0,1957.0,743.0,-7835.0,84261.0,-3.674192626,5.078,Train,429
2019,458165.0,-6020.0,-1.296896711,43.0,30.0,2222.0,1900.0,1705.0,727.0,-6477.0,80988.0,-3.884359312,5.059,Train,429
2020,454251.0,-3914.0,-0.854277389,39.0,30.0,1875.0,1921.0,1637.0,761.0,-3940.0,78675.0,-2.855978664,4.436,Predict,429
2013,386471.0,-4937.0,-1.261343662,41.0,23.0,3448.0,1631.0,3086.0,817.0,-7435.0,56435.0,-4.863452461,0.594,Train,430
2014,382352.0,-4119.0,-1.065797951,41.0,23.0,3480.0,1563.0,2951.0,773.0,-6605.0,53606.0,-5.012846638,1.838,Train,430
2015,378504.0,-3848.0,-1.006402477,42.0,23.0,3611.0,1701.0,2934.0,726.0,-6742.0,50836.0,-5.167332015,2.177,Train,430
2016,370613.0,-7891.0,-2.084786422,42.0,23.0,3282.0,1643.0,2609.0,693.0,-10477.0,47925.0,-5.726256983,2.376,Train,430
2017,368550.0,-2063.0,-0.556645342,42.0,23.0,2805.0,1560.0,2539.0,628.0,-3417.0,45632.0,-4.784559207,4.024,Train,430
2018,367778.0,-772.0,-0.209469543,42.0,23.0,2698.0,1659.0,2664.0,632.0,-2246.0,43924.0,-3.742987377,6.303,Predict,430
2014,382352.0,-4119.0,-1.065797951,41.0,23.0,3480.0,1563.0,2951.0,773.0,-6605.0,53606.0,-5.012846638,1.838,Train,431
2015,378504.0,-3848.0,-1.006402477,42.0,23.0,3611.0,1701.0,2934.0,726.0,-6742.0,50836.0,-5.167332015,2.177,Train,431
